,Date,Value
1,4/6/2020,26.21
2,4/3/2020,28.36
3,4/2/2020,25.18
4,4/1/2020,20.28
5,3/31/2020,20.51
6,3/30/2020,14.1
7,3/27/2020,15.48
8,3/26/2020,16.6
9,3/25/2020,20.75
10,3/24/2020,21.03
11,3/23/2020,23.33
12,3/20/2020,19.48
13,3/19/2020,25.09
14,3/18/2020,20.48
15,3/17/2020,26.96
16,3/16/2020,28.96
17,3/13/2020,31.72
18,3/12/2020,31.56
19,3/11/2020,33.13
20,3/10/2020,34.47
21,3/9/2020,31.05
22,3/6/2020,41.14
23,3/5/2020,45.9
24,3/4/2020,46.78
25,3/3/2020,47.27
26,3/2/2020,46.78
27,2/28/2020,44.83
28,2/27/2020,47.17
29,2/26/2020,48.67
30,2/25/2020,49.78
31,2/24/2020,51.36
32,2/21/2020,53.36
33,2/20/2020,53.77
34,2/19/2020,53.31
35,2/18/2020,52.1
36,2/14/2020,52.03
37,2/13/2020,51.41
38,2/12/2020,51.13
39,2/11/2020,50
40,2/10/2020,49.59
41,2/7/2020,50.34
42,2/6/2020,50.94
43,2/5/2020,50.87
44,2/4/2020,49.59
45,2/3/2020,50.06
46,1/31/2020,51.58
47,1/30/2020,52.19
48,1/29/2020,53.29
49,1/28/2020,53.33
50,1/27/2020,53.09
51,1/24/2020,54.09
52,1/23/2020,55.51
53,1/22/2020,56.76
54,1/21/2020,58.25
55,1/17/2020,58.55
56,1/16/2020,58.52
57,1/15/2020,57.86
58,1/14/2020,58.34
59,1/13/2020,58.17
60,1/10/2020,59.02
61,1/9/2020,59.56
62,1/8/2020,59.65
63,1/7/2020,62.7
64,1/6/2020,63.27
65,1/3/2020,63
66,1/2/2020,61.17
67,12/31/2019,61.14
68,12/30/2019,61.66
69,12/27/2019,61.76
70,12/26/2019,61.72
71,12/24/2019,61.17
72,12/23/2019,60.51
73,12/20/2019,60.43
74,12/19/2019,61.3
75,12/18/2019,60.93
76,12/17/2019,60.88
77,12/16/2019,60.21
78,12/13/2019,60.11
79,12/12/2019,59.18
80,12/11/2019,58.74
81,12/10/2019,59.22
82,12/9/2019,58.99
83,12/6/2019,59.2
84,12/5/2019,58.42
85,12/4/2019,58.46
86,12/3/2019,56.15
87,12/2/2019,55.97
88,11/29/2019,58.12
89,11/27/2019,58.12
90,11/26/2019,58.25
91,11/25/2019,57.79
92,11/22/2019,57.68
93,11/21/2019,58.36
94,11/20/2019,56.71
95,11/19/2019,54.93
96,11/18/2019,56.82
97,11/15/2019,57.54
98,11/14/2019,56.57
99,11/13/2019,56.88
100,11/12/2019,56.67
101,11/8/2019,57.02
102,11/7/2019,56.91
103,11/6/2019,56.15
104,11/5/2019,57.04
105,11/4/2019,56.33
106,11/1/2019,56.04
107,10/31/2019,54.02
108,10/30/2019,54.85
109,10/29/2019,55.34
110,10/28/2019,55.6
111,10/25/2019,56.52
112,10/24/2019,56.11
113,10/23/2019,55.9
114,10/22/2019,54.21
115,10/21/2019,53.28
116,10/18/2019,53.75
117,10/17/2019,53.89
118,10/16/2019,53.42
119,10/15/2019,52.81
120,10/14/2019,53.57
121,10/11/2019,54.76
122,10/10/2019,53.57
123,10/9/2019,52.63
124,10/8/2019,52.64
125,10/7/2019,52.76
126,10/4/2019,52.84
127,10/3/2019,52.41
128,10/2/2019,52.67
129,10/1/2019,53.6
130,9/30/2019,54.09
131,9/27/2019,55.95
132,9/26/2019,56.24
133,9/25/2019,56.38
134,9/24/2019,57.22
135,9/23/2019,58.69
136,9/20/2019,57.92
137,9/19/2019,58.19
138,9/18/2019,58.19
139,9/17/2019,59.26
140,9/16/2019,63.1
141,9/13/2019,54.76
142,9/12/2019,55.13
143,9/11/2019,55.66
144,9/10/2019,57.37
145,9/9/2019,57.88
146,9/6/2019,56.45
147,9/5/2019,56.33
148,9/4/2019,56.22
149,9/3/2019,53.91
150,8/30/2019,55.07
151,8/29/2019,56.67
152,8/28/2019,55.76
153,8/27/2019,54.99
154,8/26/2019,53.54
155,8/23/2019,54.08
156,8/22/2019,55.33
157,8/21/2019,55.65
158,8/20/2019,56.18
159,8/19/2019,56.24
160,8/16/2019,54.83
161,8/15/2019,54.51
162,8/14/2019,55.16
163,8/13/2019,57.05
164,8/12/2019,54.98
165,8/9/2019,54.41
166,8/8/2019,52.6
167,8/7/2019,51.14
168,8/6/2019,53.6
169,8/5/2019,54.63
170,8/2/2019,55.67
171,8/1/2019,53.64
172,7/31/2019,58.53
173,7/30/2019,58.04
174,7/29/2019,56.85
175,7/26/2019,56.04
176,7/25/2019,55.88
177,7/24/2019,55.9
178,7/23/2019,56.58
179,7/22/2019,55.87
180,7/19/2019,55.42
181,7/18/2019,55.08
182,7/17/2019,56.5
183,7/16/2019,57.44
184,7/15/2019,59.3
185,7/12/2019,59.99
186,7/11/2019,59.93
187,7/10/2019,60.28
188,7/9/2019,57.57
189,7/8/2019,57.35
190,7/3/2019,57.06
191,7/2/2019,56
192,7/1/2019,58.91
193,6/28/2019,58.2
194,6/27/2019,59.18
195,6/26/2019,59.17
196,6/25/2019,57.63
197,6/24/2019,57.73
198,6/21/2019,57.35
199,6/20/2019,56.88
200,6/19/2019,53.74
201,6/18/2019,53.86
202,6/17/2019,51.94
203,6/14/2019,52.47
204,6/13/2019,52.38
205,6/12/2019,51.13
206,6/11/2019,53.3
207,6/10/2019,53.33
208,6/7/2019,53.95
209,6/6/2019,52.59
210,6/5/2019,51.57
211,6/4/2019,53.5
212,6/3/2019,53.25
213,5/31/2019,53.49
214,5/30/2019,56.47
215,5/29/2019,58.84
216,5/28/2019,58.91
217,5/24/2019,58.4
218,5/23/2019,57.65
219,5/22/2019,61.42
220,5/21/2019,63.02
221,5/20/2019,63.12
222,5/17/2019,62.77
223,5/16/2019,62.93
224,5/15/2019,62.03
225,5/14/2019,61.82
226,5/13/2019,60.97
227,5/10/2019,61.65
228,5/9/2019,61.58
229,5/8/2019,62.13
230,5/7/2019,61.41
231,5/6/2019,62.3
232,5/3/2019,61.98
233,5/2/2019,61.75
234,5/1/2019,63.55
235,4/30/2019,63.83
236,4/29/2019,63.39
237,4/26/2019,63.29
238,4/25/2019,65.23
239,4/24/2019,65.96
240,4/23/2019,66.24
241,4/22/2019,65.66
242,4/18/2019,64.02
243,4/17/2019,63.74
244,4/16/2019,64.01
245,4/15/2019,63.43
246,4/12/2019,63.86
247,4/11/2019,63.61
248,4/10/2019,64.62
249,4/9/2019,64.05
250,4/8/2019,64.37
251,4/5/2019,63.1
252,4/4/2019,62.12
253,4/3/2019,62.46
254,4/2/2019,62.53
255,4/1/2019,61.59
256,3/29/2019,60.19
257,3/28/2019,59.29
258,3/27/2019,59.39
259,3/26/2019,59.87
260,3/25/2019,58.71
261,3/22/2019,58.87
262,3/21/2019,59.98
263,3/20/2019,60.12
264,3/19/2019,59.12
265,3/18/2019,59.09
266,3/15/2019,58.51
267,3/14/2019,58.59
268,3/13/2019,58.27
269,3/12/2019,56.89
270,3/11/2019,56.79
271,3/8/2019,55.77
272,3/7/2019,56.6
273,3/6/2019,56.22
274,3/5/2019,56.55
275,3/4/2019,56.6
276,3/1/2019,55.76
277,2/28/2019,57.21
278,2/27/2019,56.92
279,2/26/2019,55.4
280,2/25/2019,55.32
281,2/22/2019,57.01
282,2/21/2019,56.95
283,2/20/2019,56.9
284,2/19/2019,56.12
285,2/15/2019,55.58
286,2/14/2019,54.4
287,2/13/2019,53.84
288,2/12/2019,53.14
289,2/11/2019,52.43
290,2/8/2019,52.75
291,2/7/2019,52.68
292,2/6/2019,53.94
293,2/5/2019,53.69
294,2/4/2019,54.57
295,2/1/2019,55.29
296,1/31/2019,53.84
297,1/30/2019,54.18
298,1/29/2019,53.07
299,1/28/2019,51.79
300,1/25/2019,53.53
301,1/24/2019,52.94
302,1/23/2019,52.44
303,1/22/2019,52.59
304,1/18/2019,53.6
305,1/17/2019,51.83
306,1/16/2019,52.08
307,1/15/2019,51.8
308,1/14/2019,50.31
309,1/11/2019,51.44
310,1/10/2019,52.42
311,1/9/2019,52.19
312,1/8/2019,49.58
313,1/7/2019,48.27
314,1/4/2019,47.76
315,1/3/2019,46.92
316,1/2/2019,46.31
317,12/28/2018,45.15
318,12/27/2018,44.48
319,12/26/2018,46.04
320,12/21/2018,45.38
321,12/20/2018,45.64
322,12/19/2018,47.96
323,12/18/2018,46.12
324,12/17/2018,49.8
325,12/14/2018,51.26
326,12/13/2018,52.69
327,12/12/2018,51.04
328,12/11/2018,51.65
329,12/10/2018,51.07
330,12/7/2018,52.76
331,12/6/2018,51.54
332,12/5/2018,52.64
333,12/4/2018,53.21
334,12/3/2018,52.98
335,11/30/2018,50.78
336,11/29/2018,51.46
337,11/28/2018,50.06
338,11/27/2018,51.31
339,11/26/2018,51.46
340,11/21/2018,54.41
341,11/20/2018,53.39
342,11/19/2018,57.16
343,11/16/2018,56.49
344,11/15/2018,56.45
345,11/14/2018,56.16
346,11/13/2018,55.63
347,11/12/2018,59.85
348,11/9/2018,60.19
349,11/8/2018,60.71
350,11/7/2018,61.69
351,11/6/2018,62.16
352,11/5/2018,63.12
353,11/2/2018,63.12
354,11/1/2018,63.67
355,10/31/2018,65.31
356,10/30/2018,66.18
357,10/29/2018,67
358,10/26/2018,67.58
359,10/25/2018,67.25
360,10/24/2018,66.56
361,10/23/2018,66.49
362,10/22/2018,69.25
363,10/19/2018,69.16
364,10/18/2018,68.63
365,10/17/2018,69.63
366,10/16/2018,71.93
367,10/15/2018,71.84
368,10/12/2018,71.41
369,10/11/2018,70.97
370,10/10/2018,73.18
371,10/9/2018,74.95
372,10/8/2018,74.27
373,10/5/2018,74.26
374,10/4/2018,74.44
375,10/3/2018,76.4
376,10/2/2018,75.16
377,10/1/2018,75.37
378,9/28/2018,73.16
379,9/27/2018,72.18
380,9/26/2018,72.22
381,9/25/2018,73.4
382,9/24/2018,73.23
383,9/21/2018,70.8
384,9/20/2018,70.77
385,9/19/2018,71.08
386,9/18/2018,69.87
387,9/17/2018,68.86
388,9/14/2018,68.98
389,9/13/2018,68.6
390,9/12/2018,70.37
391,9/11/2018,69.29
392,9/10/2018,67.55
393,9/7/2018,67.73
394,9/6/2018,67.81
395,9/5/2018,68.69
396,9/4/2018,69.82
397,8/31/2018,69.84
398,8/30/2018,70.25
399,8/29/2018,69.68
400,8/28/2018,68.54
401,8/27/2018,69.97
402,8/24/2018,69.71
403,8/23/2018,69.13
404,8/22/2018,67.85
405,8/21/2018,67.32
406,8/20/2018,66.5
407,8/17/2018,65.93
408,8/16/2018,65.44
409,8/15/2018,65.07
410,8/14/2018,67.04
411,8/13/2018,67.25
412,8/10/2018,67.61
413,8/9/2018,66.81
414,8/8/2018,66.92
415,8/7/2018,69.17
416,8/6/2018,69.01
417,8/3/2018,68.49
418,8/2/2018,68.95
419,8/1/2018,68.8
420,7/31/2018,69.88
421,7/30/2018,71.19
422,7/27/2018,68.66
423,7/26/2018,71.59
424,7/25/2018,71.13
425,7/24/2018,70.77
426,7/23/2018,67.9
427,7/20/2018,70.31
428,7/19/2018,69.42
429,7/18/2018,68.78
430,7/17/2018,68.03
431,7/16/2018,68.22
432,7/13/2018,71.03
433,7/12/2018,70.28
434,7/11/2018,70.47
435,7/10/2018,74.11
436,7/9/2018,73.93
437,7/6/2018,73.78
438,7/5/2018,73.05
439,7/3/2018,74.19
440,7/2/2018,73.89
441,6/29/2018,74.13
442,6/28/2018,73.45
443,6/27/2018,77.41
444,6/26/2018,75.23
445,6/25/2018,69.91
446,6/22/2018,69.02
447,6/21/2018,65.68
448,6/20/2018,65.92
449,6/19/2018,65.09
450,6/18/2018,65.91
451,6/15/2018,65.01
452,6/14/2018,66.91
453,6/13/2018,66.63
454,6/12/2018,66.38
455,6/11/2018,66.1
456,6/8/2018,65.77
457,6/7/2018,65.96
458,6/6/2018,64.75
459,6/5/2018,65.51
460,6/4/2018,64.76
461,6/1/2018,65.81
462,5/31/2018,66.98
463,5/30/2018,68.24
464,5/29/2018,66.8
465,5/25/2018,67.92
466,5/24/2018,70.77
467,5/23/2018,71.85
468,5/22/2018,72.09
469,5/21/2018,72.26
470,5/18/2018,71.23
471,5/17/2018,71.47
472,5/16/2018,71.43
473,5/15/2018,71.34
474,5/14/2018,71.01
475,5/11/2018,70.69
476,5/10/2018,71.36
477,5/9/2018,71.16
478,5/8/2018,68.83
479,5/7/2018,70.74
480,5/4/2018,69.71
481,5/3/2018,68.45
482,5/2/2018,67.91
483,5/1/2018,67.28
484,4/30/2018,68.56
485,4/27/2018,68.11
486,4/26/2018,68.18
487,4/25/2018,68
488,4/24/2018,67.66
489,4/23/2018,67.61
490,4/20/2018,68.26
491,4/19/2018,68.3
492,4/18/2018,68.44
493,4/17/2018,66.5
494,4/16/2018,66.23
495,4/13/2018,67.35
496,4/12/2018,67.07
497,4/11/2018,66.81
498,4/10/2018,65.48
499,4/9/2018,63.4
500,4/6/2018,62.03
501,4/5/2018,63.53
502,4/4/2018,63.35
503,4/3/2018,63.41
504,4/2/2018,63.05
505,3/29/2018,64.87
506,3/28/2018,64.3
507,3/27/2018,65.21
508,3/26/2018,65.49
509,3/23/2018,65.8
510,3/22/2018,64.25
511,3/21/2018,65.1
512,3/20/2018,63.37
513,3/19/2018,62.01
514,3/16/2018,62.29
515,3/15/2018,61.16
516,3/14/2018,60.89
517,3/13/2018,60.69
518,3/12/2018,61.35
519,3/9/2018,62.02
520,3/8/2018,60.13
521,3/7/2018,61.09
522,3/6/2018,62.54
523,3/5/2018,62.49
524,3/2/2018,61.19
525,3/1/2018,60.98
526,2/28/2018,61.43
527,2/27/2018,62.94
528,2/26/2018,63.81
529,2/23/2018,63.52
530,2/22/2018,62.72
531,2/21/2018,61.73
532,2/20/2018,61.91
533,2/16/2018,61.89
534,2/15/2018,61.48
535,2/14/2018,60.7
536,2/13/2018,59.33
537,2/12/2018,59.41
538,2/9/2018,59.2
539,2/8/2018,61.3
540,2/7/2018,61.91
541,2/6/2018,63.48
542,2/5/2018,64.18
543,2/2/2018,65.5
544,2/1/2018,65.92
545,1/31/2018,64.82
546,1/30/2018,64.64
547,1/29/2018,65.71
548,1/26/2018,66.27
549,1/25/2018,65.62
550,1/24/2018,65.69
551,1/23/2018,64.45
552,1/22/2018,63.66
553,1/19/2018,63.38
554,1/18/2018,63.96
555,1/17/2018,63.92
556,1/16/2018,63.82
557,1/12/2018,64.22
558,1/11/2018,63.81
559,1/10/2018,63.6
560,1/9/2018,62.92
561,1/8/2018,61.73
562,1/5/2018,61.49
563,1/4/2018,61.98
564,1/3/2018,61.61
565,1/2/2018,60.37
566,12/29/2017,60.46
567,12/28/2017,59.84
568,12/27/2017,59.67
569,12/26/2017,59.55
570,12/22/2017,58.25
571,12/21/2017,58.34
572,12/20/2017,58.09
573,12/19/2017,57.49
574,12/18/2017,57.17
575,12/15/2017,57.29
576,12/14/2017,57
577,12/13/2017,56.59
578,12/12/2017,57.12
579,12/11/2017,57.84
580,12/8/2017,57.15
581,12/7/2017,56.5
582,12/6/2017,55.79
583,12/5/2017,57.66
584,12/4/2017,57.48
585,12/1/2017,58.35
586,11/30/2017,57.4
587,11/29/2017,57.25
588,11/28/2017,57.96
589,11/27/2017,58.1
590,11/24/2017,58.94
591,11/22/2017,57.88
592,11/21/2017,56.84
593,11/20/2017,56.21
594,11/17/2017,56.21
595,11/16/2017,55.14
596,11/15/2017,55.28
597,11/14/2017,55.67
598,11/13/2017,56.77
599,11/10/2017,56.75
600,11/9/2017,57.16
601,11/8/2017,56.82
602,11/7/2017,57.19
603,11/6/2017,57.34
604,11/3/2017,55.63
605,11/2/2017,54.55
606,11/1/2017,54.32
607,10/31/2017,54.36
608,10/30/2017,54.11
609,10/27/2017,53.92
610,10/26/2017,52.41
611,10/25/2017,51.97
612,10/24/2017,52.32
613,10/23/2017,51.91
614,10/20/2017,51.63
615,10/19/2017,51.29
616,10/18/2017,52.05
617,10/17/2017,51.87
618,10/16/2017,51.86
619,10/13/2017,51.43
620,10/12/2017,50.61
621,10/11/2017,51.3
622,10/10/2017,50.93
623,10/9/2017,49.58
624,10/6/2017,49.34
625,10/5/2017,50.79
626,10/4/2017,50
627,10/3/2017,50.44
628,10/2/2017,50.59
629,9/29/2017,51.67
630,9/28/2017,51.62
631,9/27/2017,52.14
632,9/26/2017,51.59
633,9/25/2017,51.85
634,9/22/2017,50.33
635,9/21/2017,50.58
636,9/20/2017,50.29
637,9/19/2017,49.54
638,9/18/2017,49.88
639,9/15/2017,49.9
640,9/14/2017,49.86
641,9/13/2017,49.3
642,9/12/2017,48.21
643,9/11/2017,48.06
644,9/8/2017,47.44
645,9/7/2017,49.1
646,9/6/2017,49.13
647,9/5/2017,48.63
648,9/1/2017,47.32
649,8/31/2017,47.26
650,8/30/2017,45.96
651,8/29/2017,46.46
652,8/28/2017,46.4
653,8/25/2017,47.65
654,8/24/2017,47.24
655,8/23/2017,48.45
656,8/22/2017,47.65
657,8/21/2017,47.39
658,8/18/2017,48.59
659,8/17/2017,47.07
660,8/16/2017,46.8
661,8/15/2017,47.57
662,8/14/2017,47.59
663,8/11/2017,48.81
664,8/10/2017,48.54
665,8/9/2017,49.59
666,8/8/2017,49.07
667,8/7/2017,49.37
668,8/4/2017,49.57
669,8/3/2017,49.03
670,8/2/2017,49.6
671,8/1/2017,49.19
672,7/31/2017,50.21
673,7/28/2017,49.72
674,7/27/2017,49.05
675,7/26/2017,48.58
676,7/25/2017,47.77
677,7/24/2017,46.21
678,7/21/2017,45.78
679,7/20/2017,46.73
680,7/19/2017,47.1
681,7/18/2017,46.4
682,7/17/2017,46.02
683,7/14/2017,46.53
684,7/13/2017,46.06
685,7/12/2017,45.48
686,7/11/2017,45.06
687,7/10/2017,44.4
688,7/7/2017,44.25
689,7/6/2017,45.52
690,7/5/2017,45.11
691,6/30/2017,46.02
692,6/29/2017,44.88
693,6/28/2017,44.74
694,6/27/2017,44.25
695,6/26/2017,43.24
696,6/23/2017,42.86
697,6/22/2017,42.53
698,6/21/2017,42.48
699,6/20/2017,43.34
700,6/19/2017,44.24
701,6/16/2017,44.73
702,6/15/2017,44.47
703,6/14/2017,44.79
704,6/13/2017,46.41
705,6/12/2017,46.1
706,6/9/2017,45.82
707,6/8/2017,45.68
708,6/7/2017,45.8
709,6/6/2017,48.13
710,6/5/2017,47.4
711,6/2/2017,47.68
712,6/1/2017,48.32
713,5/31/2017,48.29
714,5/30/2017,49.63
715,5/26/2017,49.58
716,5/25/2017,48.57
717,5/24/2017,50.99
718,5/23/2017,51.12
719,5/22/2017,50.81
720,5/19/2017,50.32
721,5/18/2017,49.36
722,5/17/2017,49.04
723,5/16/2017,48.64
724,5/15/2017,48.86
725,5/12/2017,47.83
726,5/11/2017,47.81
727,5/10/2017,47.28
728,5/9/2017,45.84
729,5/8/2017,46.46
730,5/5/2017,46.23
731,5/4/2017,45.55
732,5/3/2017,47.79
733,5/2/2017,47.65
734,5/1/2017,48.83
735,4/28/2017,49.31
736,4/27/2017,48.96
737,4/26/2017,49.22
738,4/25/2017,49.22
739,4/24/2017,48.9
740,4/21/2017,49.64
741,4/20/2017,50.26
742,4/19/2017,50.49
743,4/18/2017,52.46
744,4/17/2017,52.62
745,4/13/2017,53.19
746,4/12/2017,53.12
747,4/11/2017,53.38
748,4/10/2017,53.06
749,4/7/2017,52.25
750,4/6/2017,51.69
751,4/5/2017,51.14
752,4/4/2017,50.99
753,4/3/2017,50.25
754,3/31/2017,50.54
755,3/30/2017,50.3
756,3/29/2017,49.47
757,3/28/2017,48.36
758,3/27/2017,47.02
759,3/24/2017,47.3
760,3/23/2017,47
761,3/22/2017,47.29
762,3/21/2017,47.02
763,3/20/2017,47.79
764,3/17/2017,48.34
765,3/16/2017,48.3
766,3/15/2017,48.34
767,3/14/2017,47.24
768,3/13/2017,47.95
769,3/10/2017,48.05
770,3/9/2017,48.75
771,3/8/2017,49.83
772,3/7/2017,52.68
773,3/6/2017,53.19
774,3/3/2017,53.33
775,3/2/2017,52.63
776,3/1/2017,53.82
777,2/28/2017,54
778,2/27/2017,54.04
779,2/24/2017,53.99
780,2/23/2017,54.48
781,2/22/2017,53.61
782,2/21/2017,54.02
783,2/17/2017,53.41
784,2/16/2017,53.41
785,2/15/2017,53.11
786,2/14/2017,53.21
787,2/13/2017,52.96
788,2/10/2017,53.84
789,2/9/2017,52.99
790,2/8/2017,52.37
791,2/7/2017,52.19
792,2/6/2017,53.01
793,2/3/2017,53.81
794,2/2/2017,53.55
795,2/1/2017,53.9
796,1/31/2017,52.75
797,1/30/2017,52.63
798,1/27/2017,53.18
799,1/26/2017,53.24
800,1/25/2017,52.14
801,1/24/2017,52.38
802,1/23/2017,52.77
803,1/20/2017,52.33
804,1/19/2017,51.39
805,1/18/2017,51.12
806,1/17/2017,52.45
807,1/13/2017,52.36
808,1/12/2017,53.01
809,1/11/2017,52.19
810,1/10/2017,50.82
811,1/9/2017,51.95
812,1/6/2017,53.98
813,1/5/2017,53.77
814,1/4/2017,53.26
815,1/3/2017,52.36
816,12/30/2016,53.75
817,12/29/2016,53.8
818,12/28/2016,54.01
819,12/27/2016,52.82
820,12/23/2016,52.01
821,12/22/2016,51.98
822,12/21/2016,51.44
823,12/20/2016,52.22
824,12/19/2016,52.13
825,12/16/2016,51.93
826,12/15/2016,50.9
827,12/14/2016,51.01
828,12/13/2016,52.99
829,12/12/2016,52.74
830,12/9/2016,51.51
831,12/8/2016,50.84
832,12/7/2016,49.85
833,12/6/2016,50.95
834,12/5/2016,51.72
835,12/2/2016,51.7
836,12/1/2016,51.08
837,11/30/2016,49.41
838,11/29/2016,45.29
839,11/28/2016,45.66
840,11/25/2016,46.72
841,11/23/2016,46.72
842,11/22/2016,48.07
843,11/21/2016,47.48
844,11/18/2016,45.69
845,11/17/2016,45.37
846,11/16/2016,45.56
847,11/15/2016,45.86
848,11/14/2016,43.29
849,11/11/2016,43.39
850,11/10/2016,44.62
851,11/9/2016,45.2
852,11/8/2016,44.96
853,11/7/2016,44.88
854,11/4/2016,44.07
855,11/3/2016,44.66
856,11/2/2016,45.32
857,11/1/2016,46.66
858,10/31/2016,46.83
859,10/28/2016,48.72
860,10/27/2016,49.71
861,10/26/2016,48.75
862,10/25/2016,49.45
863,10/24/2016,50.18
864,10/21/2016,50.61
865,10/20/2016,50.31
866,10/19/2016,51.59
867,10/18/2016,50.3
868,10/17/2016,49.97
869,10/14/2016,50.35
870,10/13/2016,50.47
871,10/12/2016,50.14
872,10/11/2016,50.72
873,10/10/2016,49.76
874,10/7/2016,49.76
875,10/6/2016,50.44
876,10/5/2016,49.75
877,10/4/2016,48.67
878,10/3/2016,48.8
879,9/30/2016,47.72
880,9/29/2016,47.72
881,9/28/2016,47.07
882,9/27/2016,44.65
883,9/26/2016,45.6
884,9/23/2016,44.36
885,9/22/2016,46.1
886,9/21/2016,45.33
887,9/20/2016,43.85
888,9/19/2016,43.34
889,9/16/2016,43.04
890,9/15/2016,43.85
891,9/14/2016,43.62
892,9/13/2016,44.91
893,9/12/2016,46.28
894,9/9/2016,45.88
895,9/8/2016,47.63
896,9/7/2016,45.47
897,9/6/2016,44.85
898,9/2/2016,44.39
899,9/1/2016,43.17
900,8/31/2016,44.68
901,8/30/2016,46.32
902,8/29/2016,46.97
903,8/26/2016,47.64
904,8/25/2016,46.97
905,8/24/2016,46.29
906,8/23/2016,47.54
907,8/22/2016,46.8
908,8/19/2016,48.48
909,8/18/2016,48.2
910,8/17/2016,46.81
911,8/16/2016,46.57
912,8/15/2016,45.72
913,8/12/2016,44.47
914,8/11/2016,43.51
915,8/10/2016,41.75
916,8/9/2016,42.78
917,8/8/2016,43.06
918,8/5/2016,41.83
919,8/4/2016,41.92
920,8/3/2016,40.8
921,8/2/2016,39.5
922,8/1/2016,40.05
923,7/29/2016,41.54
924,7/28/2016,41.13
925,7/27/2016,41.9
926,7/26/2016,42.16
927,7/25/2016,42.4
928,7/22/2016,43.41
929,7/21/2016,43.96
930,7/20/2016,44.96
931,7/19/2016,44.64
932,7/18/2016,45.23
933,7/15/2016,45.93
934,7/14/2016,45.64
935,7/13/2016,44.87
936,7/12/2016,46.82
937,7/11/2016,44.73
938,7/8/2016,45.37
939,7/7/2016,45.22
940,7/6/2016,47.37
941,7/5/2016,46.73
942,7/1/2016,49.02
943,6/30/2016,48.27
944,6/29/2016,49.85
945,6/28/2016,47.93
946,6/27/2016,45.8
947,6/24/2016,46.7
948,6/23/2016,49.34
949,6/22/2016,49.16
950,6/21/2016,48.95
951,6/20/2016,49.4
952,6/17/2016,48
953,6/16/2016,46.14
954,6/15/2016,47.92
955,6/14/2016,48.49
956,6/13/2016,48.89
957,6/10/2016,49.09
958,6/9/2016,50.52
959,6/8/2016,51.23
960,6/7/2016,50.37
961,6/6/2016,49.71
962,6/3/2016,48.69
963,6/2/2016,49.14
964,6/1/2016,49.07
965,5/31/2016,49.1
966,5/27/2016,49.36
967,5/26/2016,49
968,5/25/2016,49.1
969,5/24/2016,48.04
970,5/23/2016,48.12
971,5/20/2016,47.67
972,5/19/2016,48.16
973,5/18/2016,48.12
974,5/17/2016,48.29
975,5/16/2016,47.72
976,5/13/2016,46.22
977,5/12/2016,46.64
978,5/11/2016,46.21
979,5/10/2016,44.68
980,5/9/2016,43.45
981,5/6/2016,44.58
982,5/5/2016,44.33
983,5/4/2016,43.77
984,5/3/2016,43.65
985,5/2/2016,44.75
986,4/29/2016,45.98
987,4/28/2016,46.03
988,4/27/2016,45.29
989,4/26/2016,42.52
990,4/25/2016,41.67
991,4/22/2016,42.76
992,4/21/2016,43.18
993,4/20/2016,42.72
994,4/19/2016,40.88
995,4/18/2016,39.74
996,4/15/2016,40.4
997,4/14/2016,41.45
998,4/13/2016,41.7
999,4/12/2016,42.12
1000,4/11/2016,40.46
1001,4/8/2016,39.74
1002,4/7/2016,37.3
1003,4/6/2016,37.74
1004,4/5/2016,34.52
1005,4/4/2016,34.3
1006,4/1/2016,35.36
1007,3/31/2016,36.94
1008,3/30/2016,36.91
1009,3/29/2016,36.91
1010,3/28/2016,37.99
1011,3/24/2016,38.14
1012,3/23/2016,38.28
1013,3/22/2016,41.45
1014,3/21/2016,39.91
1015,3/18/2016,39.47
1016,3/17/2016,40.17
1017,3/16/2016,38.43
1018,3/15/2016,36.32
1019,3/14/2016,37.2
1020,3/11/2016,38.51
1021,3/10/2016,37.77
1022,3/9/2016,37.62
1023,3/8/2016,36.67
1024,3/7/2016,37.9
1025,3/4/2016,35.91
1026,3/3/2016,34.56
1027,3/2/2016,34.57
1028,3/1/2016,34.39
1029,2/29/2016,32.74
1030,2/26/2016,31.65
1031,2/25/2016,31.4
1032,2/24/2016,30.35
1033,2/23/2016,31.84
1034,2/22/2016,31.37
1035,2/19/2016,29.59
1036,2/18/2016,30.77
1037,2/17/2016,30.68
1038,2/16/2016,29.05
1039,2/12/2016,29.32
1040,2/11/2016,26.19
1041,2/10/2016,27.54
1042,2/9/2016,27.96
1043,2/8/2016,29.71
1044,2/5/2016,30.86
1045,2/4/2016,31.63
1046,2/3/2016,32.29
1047,2/2/2016,29.9
1048,2/1/2016,31.62
1049,1/29/2016,33.66
1050,1/28/2016,33.21
1051,1/27/2016,32.32
1052,1/26/2016,29.54
1053,1/25/2016,30.31
1054,1/22/2016,32.07
1055,1/21/2016,29.55
1056,1/20/2016,26.68
1057,1/19/2016,28.47
1058,1/15/2016,29.45
1059,1/14/2016,31.22
1060,1/13/2016,30.42
1061,1/12/2016,30.42
1062,1/11/2016,31.42
1063,1/8/2016,33.2
1064,1/7/2016,33.29
1065,1/6/2016,33.97
1066,1/5/2016,35.97
1067,1/4/2016,36.81
1068,12/31/2015,37.13
1069,12/30/2015,36.59
1070,12/29/2015,37.88
1071,12/28/2015,36.36
1072,12/24/2015,37.62
